PO_ID,SKU,Supplier_ID,Order_Date,Quantity_Ordered,Delivery_Date,Status
PO003744,P0466,S02,2024-06-24,342,2024-07-13,Delivered
PO003745,P0302,S06,2024-10-26,364,2024-11-02,Delivered
PO003746,P0090,S10,2024-11-19,368,2024-12-03,Delivered
PO003747,P0045,S10,2024-12-04,324,2024-12-09,Delivered
PO003748,P0133,S05,2024-02-09,370,2024-02-21,Delivered
PO003749,P0414,S04,2024-08-02,390,2024-08-15,Delivered
PO003750,P0475,S10,2024-11-02,107,2024-11-21,Delivered
PO003751,P0451,S02,2024-03-11,161,2024-03-20,Delivered
PO003752,P0386,S01,2024-11-07,396,2024-11-23,Delivered
PO003753,P0293,S01,2024-12-11,82,2024-12-21,Delivered
PO003754,P0470,S02,2024-09-14,318,2024-10-02,Delivered
PO003755,P0243,S02,2024-06-19,487,2024-07-03,Delivered
PO003756,P0151,S10,2024-12-26,478,2025-01-02,Pending
PO003757,P0067,S09,2024-02-10,457,2024-02-26,Delivered
PO003758,P0275,S08,2024-02-12,484,2024-02-26,Delivered
PO003759,P0390,S02,2024-02-15,292,2024-03-05,Delivered
PO003760,P0032,S03,2024-08-18,468,2024-09-03,Delivered
PO003761,P0125,S07,2024-01-05,148,2024-01-19,Delivered
PO003762,P0441,S05,2024-04-15,232,2024-04-23,Delivered
PO003763,P0002,S06,2024-12-09,263,2024-12-15,Delivered
PO003764,P0379,S02,2024-10-28,169,2024-11-07,Delivered
PO003765,P0118,S09,2024-02-26,448,2024-03-09,Delivered
PO003766,P0011,S06,2024-07-17,378,2024-07-28,Delivered
PO003767,P0090,S08,2024-07-18,499,2024-07-26,Delivered
PO003768,P0149,S09,2024-01-23,163,2024-02-05,Delivered
PO003769,P0030,S04,2024-01-07,393,2024-01-14,Delivered
PO003770,P0116,S02,2024-09-18,362,2024-09-29,Delivered
PO003771,P0202,S08,2024-03-29,372,2024-04-06,Delivered
PO003772,P0314,S01,2024-07-11,142,2024-07-29,Delivered
PO003773,P0172,S01,2024-12-18,325,2025-01-04,Pending
PO003774,P0496,S03,2024-06-21,338,2024-07-07,Delivered
PO003775,P0140,S03,2024-10-03,105,2024-10-18,Delivered
PO003776,P0050,S04,2024-07-25,489,2024-08-01,Delivered
PO003777,P0280,S06,2024-04-11,113,2024-04-22,Delivered
PO003778,P0191,S02,2024-12-07,97,2024-12-26,Delivered
PO003779,P0063,S07,2024-06-08,77,2024-06-20,Delivered
PO003780,P0019,S10,2024-07-27,76,2024-08-02,Delivered
PO003781,P0484,S05,2024-08-15,259,2024-08-24,Delivered
PO003782,P0351,S06,2024-09-25,191,2024-10-01,Delivered
PO003783,P0393,S07,2024-10-20,53,2024-10-30,Delivered
PO003784,P0238,S04,2024-10-26,182,2024-11-08,Delivered
PO003785,P0185,S08,2024-08-02,253,2024-08-07,Delivered
PO003786,P0278,S08,2024-04-29,280,2024-05-04,Delivered
PO003787,P0346,S02,2024-04-18,181,2024-04-27,Delivered
PO003788,P0131,S01,2024-12-02,192,2024-12-11,Delivered
PO003789,P0487,S08,2024-03-22,418,2024-04-08,Delivered
PO003790,P0396,S08,2024-10-08,346,2024-10-24,Delivered
PO003791,P0290,S05,2024-11-10,105,2024-11-25,Delivered
PO003792,P0119,S08,2024-04-19,145,2024-05-02,Delivered
PO003793,P0500,S04,2024-03-31,101,2024-04-11,Delivered
PO003794,P0006,S02,2024-02-23,316,2024-03-04,Delivered
PO003795,P0190,S04,2024-07-31,196,2024-08-12,Delivered
PO003796,P0297,S04,2024-12-11,407,2024-12-26,Delivered
PO003797,P0363,S06,2024-12-10,317,2024-12-25,Delivered
PO003798,P0215,S06,2024-05-21,99,2024-05-28,Delivered
PO003799,P0206,S06,2024-05-17,431,2024-05-22,Delivered
PO003800,P0088,S04,2024-09-11,126,2024-09-25,Delivered
PO003801,P0105,S10,2024-07-15,365,2024-08-02,Delivered
PO003802,P0229,S02,2024-05-26,316,2024-06-05,Delivered
PO003803,P0305,S10,2024-05-24,234,2024-06-07,Delivered
PO003804,P0328,S05,2024-09-23,267,2024-10-01,Delivered
PO003805,P0190,S03,2024-10-28,481,2024-11-07,Delivered
PO003806,P0340,S03,2024-04-24,290,2024-05-10,Delivered
PO003807,P0150,S04,2024-02-01,118,2024-02-07,Delivered
PO003808,P0223,S01,2024-10-16,102,2024-11-04,Delivered
PO003809,P0071,S06,2024-01-01,157,2024-01-07,Delivered
PO003810,P0229,S06,2024-04-21,96,2024-05-04,Delivered
PO003811,P0239,S08,2024-08-01,340,2024-08-14,Delivered
PO003812,P0047,S10,2024-03-02,228,2024-03-14,Delivered
PO003813,P0201,S10,2024-07-21,278,2024-07-28,Delivered
PO003814,P0285,S07,2024-04-28,494,2024-05-04,Delivered
PO003815,P0145,S06,2024-08-22,192,2024-09-09,Delivered
PO003816,P0088,S06,2024-12-02,329,2024-12-16,Delivered
PO003817,P0119,S06,2024-07-24,187,2024-08-10,Delivered
PO003818,P0272,S06,2024-12-09,283,2024-12-25,Delivered
PO003819,P0483,S03,2024-01-18,223,2024-01-25,Delivered
PO003820,P0382,S08,2024-11-18,252,2024-12-04,Delivered
PO003821,P0033,S10,2024-11-12,452,2024-11-21,Delivered
PO003822,P0017,S02,2024-02-27,219,2024-03-07,Delivered
PO003823,P0384,S06,2024-11-22,411,2024-12-09,Delivered
PO003824,P0225,S09,2024-01-18,67,2024-01-25,Delivered
PO003825,P0379,S06,2024-03-16,439,2024-03-25,Delivered
PO003826,P0427,S05,2024-08-05,321,2024-08-16,Delivered
PO003827,P0281,S09,2024-07-02,270,2024-07-11,Delivered
PO003828,P0372,S05,2024-10-25,302,2024-11-13,Delivered
PO003829,P0283,S03,2024-02-18,330,2024-03-03,Delivered
PO003830,P0485,S10,2024-11-14,247,2024-11-26,Delivered
PO003831,P0429,S05,2024-09-20,483,2024-10-04,Delivered
PO003832,P0319,S06,2024-08-31,83,2024-09-14,Delivered
PO003833,P0060,S09,2024-09-30,389,2024-10-09,Delivered
PO003834,P0118,S10,2024-04-14,361,2024-04-24,Delivered
PO003835,P0337,S07,2024-01-07,111,2024-01-26,Delivered
PO003836,P0192,S04,2024-05-22,182,2024-06-08,Delivered
PO003837,P0312,S09,2024-10-21,173,2024-11-03,Delivered
PO003838,P0123,S06,2024-09-02,446,2024-09-14,Delivered
PO003839,P0108,S02,2024-11-09,371,2024-11-24,Delivered
PO003840,P0353,S05,2024-06-12,206,2024-06-22,Delivered
PO003841,P0415,S01,2024-12-27,107,2025-01-15,Pending
PO003842,P0314,S02,2024-01-02,204,2024-01-10,Delivered
PO003843,P0198,S10,2024-12-10,457,2024-12-24,Delivered
PO003844,P0349,S04,2024-07-15,170,2024-07-25,Delivered
PO003845,P0068,S09,2024-04-25,489,2024-05-10,Delivered
PO003846,P0251,S04,2024-03-07,86,2024-03-23,Delivered
PO003847,P0098,S08,2024-08-07,455,2024-08-20,Delivered
PO003848,P0182,S07,2024-05-16,139,2024-05-23,Delivered
PO003849,P0210,S10,2024-07-06,394,2024-07-18,Delivered
PO003850,P0152,S08,2024-09-08,364,2024-09-13,Delivered
PO003851,P0302,S07,2024-05-09,133,2024-05-28,Delivered
PO003852,P0374,S05,2024-03-26,379,2024-04-06,Delivered
PO003853,P0150,S08,2024-07-13,131,2024-07-21,Delivered
PO003854,P0450,S10,2024-10-13,408,2024-10-20,Delivered
PO003855,P0089,S01,2024-04-17,400,2024-05-01,Delivered
PO003856,P0462,S05,2024-12-10,95,2024-12-19,Delivered
PO003857,P0245,S01,2024-05-10,176,2024-05-21,Delivered
PO003858,P0363,S10,2024-08-20,333,2024-08-29,Delivered
PO003859,P0103,S02,2024-01-27,295,2024-02-12,Delivered
PO003860,P0467,S05,2024-04-10,188,2024-04-23,Delivered
PO003861,P0217,S08,2024-01-19,161,2024-01-30,Delivered
PO003862,P0356,S04,2024-10-19,325,2024-11-03,Delivered
PO003863,P0249,S09,2024-02-22,338,2024-03-05,Delivered
PO003864,P0449,S04,2024-06-14,328,2024-06-30,Delivered
PO003865,P0463,S02,2024-08-09,496,2024-08-26,Delivered
PO003866,P0473,S03,2024-09-21,249,2024-09-29,Delivered
PO003867,P0050,S04,2024-12-22,365,2025-01-04,Pending
PO003868,P0394,S06,2024-01-26,464,2024-02-04,Delivered
PO003869,P0082,S10,2024-08-28,417,2024-09-06,Delivered
PO003870,P0329,S08,2024-12-04,378,2024-12-11,Delivered
PO003871,P0194,S06,2024-06-17,234,2024-07-03,Delivered
PO003872,P0407,S10,2024-08-03,483,2024-08-14,Delivered
PO003873,P0072,S09,2024-03-10,219,2024-03-21,Delivered
PO003874,P0049,S04,2024-10-02,201,2024-10-12,Delivered
PO003875,P0006,S03,2024-04-21,213,2024-04-29,Delivered
PO003876,P0021,S01,2024-04-01,247,2024-04-12,Delivered
PO003877,P0007,S02,2024-10-28,267,2024-11-04,Delivered
PO003878,P0282,S01,2024-09-06,357,2024-09-13,Delivered
PO003879,P0380,S08,2024-03-30,195,2024-04-08,Delivered
PO003880,P0421,S05,2024-12-16,151,2024-12-30,Delivered
PO003881,P0107,S02,2024-08-18,339,2024-09-01,Delivered
PO003882,P0060,S06,2024-02-25,416,2024-03-09,Delivered
PO003883,P0388,S05,2024-05-23,251,2024-05-28,Delivered
PO003884,P0082,S05,2024-04-03,155,2024-04-10,Delivered
PO003885,P0202,S01,2024-04-12,318,2024-04-28,Delivered
PO003886,P0353,S07,2024-12-06,225,2024-12-16,Delivered
PO003887,P0115,S04,2024-08-02,288,2024-08-08,Delivered
PO003888,P0279,S02,2024-09-06,288,2024-09-13,Delivered
PO003889,P0262,S04,2024-02-23,293,2024-03-06,Delivered
PO003890,P0455,S01,2024-02-20,383,2024-03-09,Delivered
PO003891,P0444,S01,2024-03-26,436,2024-04-12,Delivered
PO003892,P0424,S03,2024-04-26,328,2024-05-06,Delivered
PO003893,P0184,S09,2024-07-10,72,2024-07-19,Delivered
PO003894,P0218,S03,2024-01-14,127,2024-01-24,Delivered
PO003895,P0068,S03,2024-11-15,102,2024-11-29,Delivered
PO003896,P0388,S02,2024-07-28,152,2024-08-15,Delivered
PO003897,P0481,S05,2024-01-08,463,2024-01-17,Delivered
PO003898,P0421,S09,2024-06-27,404,2024-07-13,Delivered
PO003899,P0369,S02,2024-07-22,64,2024-08-05,Delivered
PO003900,P0054,S10,2024-05-13,196,2024-05-27,Delivered
PO003901,P0420,S05,2024-09-30,335,2024-10-05,Delivered
PO003902,P0120,S01,2024-08-20,480,2024-09-04,Delivered
PO003903,P0133,S10,2024-10-23,148,2024-11-06,Delivered
PO003904,P0439,S08,2024-03-09,461,2024-03-14,Delivered
PO003905,P0310,S03,2024-03-20,496,2024-03-30,Delivered
PO003906,P0438,S01,2024-03-06,356,2024-03-13,Delivered
PO003907,P0238,S01,2024-04-08,356,2024-04-21,Delivered
PO003908,P0093,S05,2024-09-30,492,2024-10-07,Delivered
PO003909,P0011,S07,2024-10-19,425,2024-10-24,Delivered
PO003910,P0090,S03,2024-01-03,235,2024-01-11,Delivered
PO003911,P0269,S01,2024-12-18,220,2025-01-05,Pending
PO003912,P0285,S07,2024-06-18,205,2024-07-04,Delivered
PO003913,P0271,S08,2024-12-26,476,2025-01-10,Pending
PO003914,P0174,S01,2024-04-10,259,2024-04-24,Delivered
PO003915,P0382,S09,2024-10-10,486,2024-10-27,Delivered
PO003916,P0072,S06,2024-02-13,334,2024-02-27,Delivered
PO003917,P0114,S09,2024-05-22,481,2024-06-06,Delivered
PO003918,P0027,S03,2024-06-10,105,2024-06-27,Delivered
PO003919,P0423,S04,2024-03-09,240,2024-03-20,Delivered
PO003920,P0197,S08,2024-03-27,173,2024-04-13,Delivered
PO003921,P0128,S02,2024-04-28,268,2024-05-03,Delivered
PO003922,P0435,S04,2024-10-15,399,2024-10-29,Delivered
PO003923,P0175,S06,2024-02-20,244,2024-02-27,Delivered
PO003924,P0403,S09,2024-10-28,93,2024-11-11,Delivered
PO003925,P0261,S08,2024-12-18,64,2024-12-23,Delivered
PO003926,P0450,S02,2024-09-09,498,2024-09-22,Delivered
PO003927,P0151,S10,2024-02-29,216,2024-03-14,Delivered
PO003928,P0038,S09,2024-11-03,354,2024-11-16,Delivered
PO003929,P0091,S01,2024-01-15,126,2024-02-03,Delivered
PO003930,P0282,S02,2024-06-27,384,2024-07-05,Delivered
PO003931,P0484,S07,2024-08-20,334,2024-08-30,Delivered
PO003932,P0488,S02,2024-01-29,203,2024-02-15,Delivered
PO003933,P0341,S01,2024-11-04,72,2024-11-22,Delivered
PO003934,P0247,S07,2024-09-15,218,2024-09-24,Delivered
PO003935,P0008,S01,2024-10-30,353,2024-11-10,Delivered
PO003936,P0040,S03,2024-09-05,269,2024-09-14,Delivered
PO003937,P0486,S06,2024-03-05,289,2024-03-16,Delivered
PO003938,P0281,S06,2024-09-09,429,2024-09-28,Delivered
PO003939,P0200,S02,2024-10-02,336,2024-10-19,Delivered
PO003940,P0405,S04,2024-12-10,360,2024-12-26,Delivered
PO003941,P0414,S01,2024-02-12,426,2024-02-22,Delivered
PO003942,P0402,S07,2024-12-30,253,2025-01-13,Pending
PO003943,P0493,S10,2024-04-30,456,2024-05-18,Delivered
PO003944,P0220,S07,2024-12-04,316,2024-12-18,Delivered
PO003945,P0062,S08,2024-02-14,345,2024-02-29,Delivered
PO003946,P0219,S03,2024-03-12,470,2024-03-21,Delivered
PO003947,P0265,S01,2024-01-01,390,2024-01-18,Delivered
PO003948,P0074,S01,2024-11-11,432,2024-11-28,Delivered
PO003949,P0186,S07,2024-11-25,314,2024-12-05,Delivered
PO003950,P0297,S05,2024-08-15,393,2024-09-03,Delivered
PO003951,P0117,S03,2024-07-19,176,2024-07-31,Delivered
PO003952,P0040,S03,2024-07-01,289,2024-07-17,Delivered
PO003953,P0225,S08,2024-09-15,195,2024-09-29,Delivered
PO003954,P0458,S10,2024-12-21,439,2025-01-07,Pending
PO003955,P0318,S05,2024-09-23,455,2024-10-06,Delivered
PO003956,P0248,S10,2024-09-09,137,2024-09-27,Delivered
PO003957,P0480,S01,2024-10-25,340,2024-10-30,Delivered
PO003958,P0173,S02,2024-10-27,209,2024-11-03,Delivered
PO003959,P0270,S02,2024-09-20,410,2024-10-09,Delivered
PO003960,P0146,S02,2024-08-07,195,2024-08-13,Delivered
PO003961,P0130,S05,2024-08-25,433,2024-09-07,Delivered
PO003962,P0320,S08,2024-06-15,71,2024-07-03,Delivered
PO003963,P0484,S06,2024-12-24,470,2025-01-08,Pending
PO003964,P0331,S03,2024-06-09,335,2024-06-14,Delivered
PO003965,P0211,S07,2024-10-11,82,2024-10-22,Delivered
PO003966,P0425,S01,2024-07-16,430,2024-07-22,Delivered
PO003967,P0157,S09,2024-05-25,94,2024-05-30,Delivered
PO003968,P0058,S06,2024-01-08,88,2024-01-23,Delivered
PO003969,P0019,S03,2024-08-20,392,2024-08-25,Delivered
PO003970,P0489,S02,2024-04-18,371,2024-04-28,Delivered
PO003971,P0304,S07,2024-06-21,314,2024-07-06,Delivered
PO003972,P0317,S02,2024-09-03,391,2024-09-10,Delivered
PO003973,P0078,S10,2024-09-27,430,2024-10-09,Delivered
PO003974,P0293,S10,2024-11-04,110,2024-11-21,Delivered
PO003975,P0184,S04,2024-08-10,50,2024-08-21,Delivered
PO003976,P0471,S01,2024-03-04,102,2024-03-15,Delivered
PO003977,P0280,S06,2024-07-07,251,2024-07-24,Delivered
PO003978,P0413,S02,2024-11-29,401,2024-12-07,Delivered
PO003979,P0064,S08,2024-08-29,223,2024-09-04,Delivered
PO003980,P0073,S10,2024-11-07,440,2024-11-23,Delivered
PO003981,P0402,S01,2024-05-29,123,2024-06-05,Delivered
PO003982,P0361,S09,2024-07-19,93,2024-07-24,Delivered
PO003983,P0193,S10,2024-10-04,288,2024-10-11,Delivered
PO003984,P0408,S08,2024-06-20,222,2024-07-07,Delivered
PO003985,P0276,S02,2024-08-25,257,2024-09-03,Delivered
PO003986,P0324,S03,2024-05-05,309,2024-05-24,Delivered
PO003987,P0461,S07,2024-11-06,170,2024-11-11,Delivered
PO003988,P0270,S07,2024-05-27,93,2024-06-10,Delivered
PO003989,P0052,S05,2024-01-21,68,2024-01-31,Delivered
PO003990,P0246,S05,2024-01-09,114,2024-01-15,Delivered
PO003991,P0142,S03,2024-08-30,330,2024-09-07,Delivered
PO003992,P0064,S05,2024-01-09,68,2024-01-26,Delivered
PO003993,P0474,S03,2024-05-01,433,2024-05-07,Delivered
PO003994,P0282,S01,2024-08-31,369,2024-09-16,Delivered
PO003995,P0044,S02,2024-11-23,224,2024-11-30,Delivered
PO003996,P0123,S05,2024-11-30,396,2024-12-17,Delivered
PO003997,P0053,S10,2024-01-22,203,2024-02-02,Delivered
PO003998,P0102,S03,2024-08-06,404,2024-08-22,Delivered
PO003999,P0005,S05,2024-06-20,477,2024-07-09,Delivered
PO004000,P0325,S07,2024-07-01,388,2024-07-08,Delivered
PO004001,P0261,S08,2024-10-17,129,2024-10-31,Delivered
PO004002,P0274,S03,2024-07-26,77,2024-08-10,Delivered
PO004003,P0190,S03,2024-06-03,487,2024-06-14,Delivered
PO004004,P0362,S03,2024-06-06,358,2024-06-17,Delivered
PO004005,P0085,S07,2024-08-12,480,2024-08-28,Delivered
PO004006,P0435,S07,2024-03-19,378,2024-03-31,Delivered
PO004007,P0281,S05,2024-07-07,159,2024-07-25,Delivered
PO004008,P0254,S04,2024-08-13,473,2024-08-23,Delivered
PO004009,P0381,S07,2024-09-17,291,2024-09-22,Delivered
PO004010,P0314,S02,2024-09-24,227,2024-10-12,Delivered
PO004011,P0442,S04,2024-06-11,66,2024-06-26,Delivered
PO004012,P0102,S07,2024-06-26,498,2024-07-07,Delivered
PO004013,P0382,S06,2024-05-10,396,2024-05-18,Delivered
PO004014,P0462,S02,2024-01-28,434,2024-02-13,Delivered
PO004015,P0305,S02,2024-10-04,487,2024-10-19,Delivered
PO004016,P0361,S04,2024-08-29,248,2024-09-10,Delivered
PO004017,P0363,S07,2024-01-31,74,2024-02-18,Delivered
PO004018,P0104,S01,2024-06-03,77,2024-06-13,Delivered
PO004019,P0170,S07,2024-11-08,216,2024-11-13,Delivered
PO004020,P0304,S08,2024-11-28,456,2024-12-07,Delivered
PO004021,P0313,S10,2024-09-28,398,2024-10-04,Delivered
PO004022,P0414,S07,2024-09-27,464,2024-10-07,Delivered
PO004023,P0342,S01,2024-08-15,420,2024-08-24,Delivered
PO004024,P0274,S09,2024-05-26,278,2024-06-09,Delivered
PO004025,P0115,S06,2024-06-21,108,2024-06-29,Delivered
PO004026,P0458,S03,2024-02-29,287,2024-03-06,Delivered
PO004027,P0472,S01,2024-05-11,262,2024-05-30,Delivered
PO004028,P0348,S01,2024-01-13,243,2024-02-01,Delivered
PO004029,P0112,S02,2024-11-22,393,2024-11-29,Delivered
PO004030,P0329,S07,2024-11-27,307,2024-12-12,Delivered
PO004031,P0473,S06,2024-03-19,77,2024-03-27,Delivered
PO004032,P0443,S09,2024-12-09,195,2024-12-23,Delivered
PO004033,P0144,S08,2024-08-26,487,2024-09-08,Delivered
PO004034,P0443,S04,2024-08-24,429,2024-09-12,Delivered
PO004035,P0011,S04,2024-11-23,459,2024-12-08,Delivered
PO004036,P0433,S06,2024-09-08,58,2024-09-19,Delivered
PO004037,P0191,S07,2024-01-01,419,2024-01-08,Delivered
PO004038,P0009,S05,2024-11-26,88,2024-12-12,Delivered
PO004039,P0060,S05,2024-09-11,380,2024-09-17,Delivered
PO004040,P0073,S10,2024-08-01,296,2024-08-06,Delivered
PO004041,P0048,S02,2024-12-18,230,2024-12-24,Delivered
PO004042,P0306,S04,2024-09-29,278,2024-10-18,Delivered
PO004043,P0191,S08,2024-01-02,439,2024-01-21,Delivered
PO004044,P0190,S02,2024-12-23,342,2024-12-30,Delivered
PO004045,P0033,S01,2024-07-14,170,2024-07-23,Delivered
PO004046,P0369,S09,2024-04-28,422,2024-05-16,Delivered
PO004047,P0003,S08,2024-09-13,272,2024-09-21,Delivered
PO004048,P0193,S07,2024-12-01,249,2024-12-14,Delivered
PO004049,P0036,S10,2024-08-09,224,2024-08-27,Delivered
PO004050,P0112,S10,2024-08-14,133,2024-08-20,Delivered
PO004051,P0122,S06,2024-09-25,170,2024-10-10,Delivered
PO004052,P0276,S06,2024-11-27,96,2024-12-06,Delivered
PO004053,P0024,S07,2024-06-15,253,2024-06-25,Delivered
PO004054,P0349,S04,2024-01-11,401,2024-01-27,Delivered
PO004055,P0374,S02,2024-07-05,103,2024-07-18,Delivered
PO004056,P0128,S05,2024-11-15,97,2024-12-04,Delivered
PO004057,P0290,S03,2024-09-13,351,2024-09-27,Delivered
PO004058,P0389,S02,2024-07-09,468,2024-07-21,Delivered
PO004059,P0105,S01,2024-12-07,105,2024-12-12,Delivered
PO004060,P0467,S05,2024-09-28,313,2024-10-06,Delivered
PO004061,P0188,S01,2024-08-24,443,2024-08-30,Delivered
PO004062,P0226,S04,2024-11-04,242,2024-11-19,Delivered
PO004063,P0450,S01,2024-11-03,121,2024-11-10,Delivered
PO004064,P0171,S07,2024-09-15,352,2024-10-02,Delivered
PO004065,P0140,S07,2024-01-11,420,2024-01-25,Delivered
PO004066,P0459,S03,2024-04-14,221,2024-05-02,Delivered
PO004067,P0446,S03,2024-02-20,465,2024-03-04,Delivered
PO004068,P0368,S10,2024-02-14,321,2024-02-26,Delivered
PO004069,P0470,S01,2024-04-15,150,2024-04-24,Delivered
PO004070,P0381,S10,2024-10-11,466,2024-10-22,Delivered
PO004071,P0215,S01,2024-05-07,203,2024-05-26,Delivered
PO004072,P0296,S04,2024-01-28,422,2024-02-03,Delivered
PO004073,P0190,S09,2024-02-18,227,2024-03-07,Delivered
PO004074,P0145,S04,2024-12-28,455,2025-01-11,Pending
PO004075,P0237,S06,2024-05-22,467,2024-05-29,Delivered
PO004076,P0163,S05,2024-11-18,141,2024-12-02,Delivered
PO004077,P0122,S06,2024-12-06,94,2024-12-20,Delivered
PO004078,P0372,S01,2024-09-07,197,2024-09-19,Delivered
PO004079,P0168,S05,2024-12-09,184,2024-12-28,Delivered
PO004080,P0074,S06,2024-04-13,297,2024-04-25,Delivered
PO004081,P0027,S09,2024-04-05,240,2024-04-20,Delivered
PO004082,P0267,S10,2024-07-07,322,2024-07-16,Delivered
PO004083,P0442,S04,2024-02-16,232,2024-03-05,Delivered
PO004084,P0370,S09,2024-06-15,268,2024-07-03,Delivered
PO004085,P0064,S02,2024-04-15,384,2024-04-24,Delivered
PO004086,P0490,S09,2024-05-03,168,2024-05-22,Delivered
PO004087,P0198,S10,2024-02-18,413,2024-03-01,Delivered
PO004088,P0372,S09,2024-05-27,63,2024-06-14,Delivered
PO004089,P0072,S02,2024-04-03,65,2024-04-17,Delivered
PO004090,P0143,S05,2024-08-08,126,2024-08-20,Delivered
PO004091,P0337,S05,2024-01-10,266,2024-01-26,Delivered
PO004092,P0065,S06,2024-04-14,84,2024-04-29,Delivered
PO004093,P0384,S05,2024-06-04,64,2024-06-21,Delivered
PO004094,P0203,S08,2024-11-24,490,2024-12-10,Delivered
PO004095,P0239,S09,2024-09-15,375,2024-09-22,Delivered
PO004096,P0284,S06,2024-05-27,69,2024-06-10,Delivered
PO004097,P0426,S07,2024-03-05,233,2024-03-12,Delivered
PO004098,P0329,S03,2024-12-02,227,2024-12-10,Delivered
PO004099,P0244,S01,2024-05-29,265,2024-06-16,Delivered
PO004100,P0146,S08,2024-07-07,431,2024-07-22,Delivered
PO004101,P0012,S02,2024-01-29,272,2024-02-03,Delivered
PO004102,P0461,S05,2024-08-06,338,2024-08-12,Delivered
PO004103,P0228,S01,2024-12-09,384,2024-12-19,Delivered
PO004104,P0494,S09,2024-09-03,77,2024-09-22,Delivered
PO004105,P0470,S02,2024-08-26,61,2024-09-10,Delivered
PO004106,P0477,S10,2024-12-27,356,2025-01-12,Pending
PO004107,P0163,S04,2024-11-10,189,2024-11-21,Delivered
PO004108,P0094,S02,2024-05-22,436,2024-05-27,Delivered
PO004109,P0012,S02,2024-01-08,249,2024-01-14,Delivered
PO004110,P0126,S01,2024-10-18,248,2024-11-06,Delivered
PO004111,P0193,S03,2024-09-02,126,2024-09-12,Delivered
PO004112,P0380,S01,2024-10-21,418,2024-10-26,Delivered
PO004113,P0377,S10,2024-10-18,436,2024-11-05,Delivered
PO004114,P0311,S08,2024-09-06,237,2024-09-17,Delivered
PO004115,P0191,S03,2024-01-24,243,2024-02-11,Delivered
PO004116,P0210,S03,2024-01-25,174,2024-02-12,Delivered
PO004117,P0464,S02,2024-07-31,359,2024-08-13,Delivered
PO004118,P0368,S01,2024-11-18,337,2024-12-05,Delivered
PO004119,P0409,S02,2024-07-16,121,2024-08-02,Delivered
PO004120,P0155,S02,2024-10-26,176,2024-11-04,Delivered
PO004121,P0500,S03,2024-07-20,268,2024-07-26,Delivered
PO004122,P0397,S07,2024-11-22,264,2024-12-06,Delivered
PO004123,P0360,S02,2024-04-26,376,2024-05-14,Delivered
PO004124,P0228,S01,2024-06-21,152,2024-07-07,Delivered
PO004125,P0021,S02,2024-03-02,334,2024-03-17,Delivered
PO004126,P0007,S02,2024-01-30,147,2024-02-18,Delivered
PO004127,P0389,S01,2024-04-18,430,2024-04-25,Delivered
PO004128,P0212,S07,2024-12-01,66,2024-12-14,Delivered
PO004129,P0393,S01,2024-03-29,64,2024-04-08,Delivered
PO004130,P0199,S06,2024-12-11,163,2024-12-22,Delivered
PO004131,P0258,S09,2024-03-25,133,2024-04-02,Delivered
PO004132,P0017,S05,2024-03-15,283,2024-03-24,Delivered
PO004133,P0425,S09,2024-12-12,85,2024-12-23,Delivered
PO004134,P0003,S08,2024-12-23,234,2025-01-07,Pending
PO004135,P0480,S02,2024-06-24,71,2024-07-06,Delivered
PO004136,P0154,S05,2024-06-23,89,2024-07-04,Delivered
PO004137,P0329,S05,2024-10-07,116,2024-10-21,Delivered
PO004138,P0038,S04,2024-04-07,375,2024-04-24,Delivered
PO004139,P0274,S01,2024-04-26,499,2024-05-03,Delivered
PO004140,P0197,S08,2024-07-28,153,2024-08-08,Delivered
PO004141,P0294,S05,2024-02-22,290,2024-03-07,Delivered
PO004142,P0487,S05,2024-09-27,251,2024-10-03,Delivered
PO004143,P0148,S02,2024-01-14,388,2024-02-02,Delivered
PO004144,P0220,S06,2024-08-19,176,2024-09-05,Delivered
PO004145,P0412,S09,2024-07-09,215,2024-07-18,Delivered
PO004146,P0382,S01,2024-05-30,336,2024-06-05,Delivered
PO004147,P0306,S02,2024-02-29,263,2024-03-08,Delivered
PO004148,P0409,S04,2024-05-11,319,2024-05-23,Delivered
PO004149,P0090,S07,2024-05-22,148,2024-06-02,Delivered
PO004150,P0340,S02,2024-10-31,57,2024-11-18,Delivered
PO004151,P0407,S10,2024-06-20,472,2024-06-26,Delivered
PO004152,P0334,S04,2024-09-27,81,2024-10-11,Delivered
PO004153,P0289,S08,2024-04-13,423,2024-04-24,Delivered
PO004154,P0435,S08,2024-01-29,342,2024-02-04,Delivered
PO004155,P0152,S07,2024-12-18,59,2024-12-27,Delivered
PO004156,P0168,S01,2024-02-22,155,2024-03-11,Delivered
PO004157,P0260,S02,2024-08-31,407,2024-09-09,Delivered
PO004158,P0121,S10,2024-07-28,135,2024-08-07,Delivered
PO004159,P0441,S01,2024-10-04,193,2024-10-18,Delivered
PO004160,P0365,S03,2024-08-04,382,2024-08-10,Delivered
PO004161,P0079,S03,2024-09-16,376,2024-10-05,Delivered
PO004162,P0174,S07,2024-02-27,443,2024-03-11,Delivered
PO004163,P0107,S04,2024-04-18,435,2024-04-26,Delivered
PO004164,P0211,S10,2024-11-20,65,2024-12-04,Delivered
PO004165,P0471,S07,2024-07-05,469,2024-07-19,Delivered
PO004166,P0432,S03,2024-03-26,148,2024-04-08,Delivered
